,animal_id,bin_timestamp,latitude,longitude,record_type
181,16176001,5/28/2014 13:59,41.74043794,-82.8758041,interpolated
182,16176001,5/28/2014 16:59,41.74128308,-82.87411381,interpolated
183,16176001,5/28/2014 19:59,41.74212823,-82.87242352,interpolated
184,16176001,5/28/2014 22:59,41.74297337,-82.87073323,interpolated
185,16176001,5/29/2014 1:59,41.74381852,-82.86904295,interpolated
186,16176001,5/29/2014 4:59,41.74466366,-82.86735266,interpolated
187,16176001,5/29/2014 7:59,41.74550883,-82.86566232,interpolated
188,16176001,5/29/2014 10:59,41.74635402,-82.86397194,interpolated
189,16176001,5/29/2014 13:59,41.74719921,-82.86228156,interpolated
190,16176001,5/29/2014 16:59,41.7480444,-82.86059118,interpolated
191,16176001,5/29/2014 19:59,41.74888959,-82.8589008,interpolated
192,16176001,5/29/2014 22:59,41.74973478,-82.85721043,interpolated
193,16176001,5/30/2014 1:59,41.75058,-82.85551999,interpolated
194,16176001,5/30/2014 4:59,41.75142523,-82.85382952,interpolated
195,16176001,5/30/2014 7:59,41.75227046,-82.85213905,interpolated
196,16176001,5/30/2014 10:59,41.7531157,-82.85044858,interpolated
197,16176001,5/30/2014 13:59,41.75396093,-82.84875811,interpolated
198,16176001,5/30/2014 16:59,41.75480617,-82.84706764,interpolated
199,16176001,5/30/2014 19:59,41.75565144,-82.84537711,interpolated
200,16176001,5/30/2014 22:59,41.75649672,-82.84368655,interpolated
201,16176001,5/31/2014 1:59,41.75734199,-82.84199599,interpolated
202,16176001,5/31/2014 4:59,41.75818727,-82.84030543,interpolated
203,16176001,5/31/2014 7:59,41.75903255,-82.83861487,interpolated
204,16176001,5/31/2014 10:59,41.75987783,-82.83692431,interpolated
205,16176001,5/31/2014 13:59,41.76072315,-82.83523368,interpolated
206,16176001,5/31/2014 16:59,41.76156848,-82.83354303,interpolated
207,16176001,5/31/2014 19:59,41.7624138,-82.83185238,interpolated
208,16176001,5/31/2014 22:59,41.76325912,-82.83016173,interpolated
209,16176001,6/1/2014 1:59,41.76410445,-82.82847108,interpolated
210,16176001,6/1/2014 4:59,41.76494977,-82.82678043,interpolated
211,16176001,6/1/2014 7:59,41.76579514,-82.8250897,interpolated
212,16176001,6/1/2014 10:59,41.76664051,-82.82339896,interpolated
213,16176001,6/1/2014 13:59,41.76748588,-82.82170822,interpolated
214,16176001,6/1/2014 16:59,41.76833125,-82.82001748,interpolated
215,16176001,6/1/2014 19:59,41.76917662,-82.81832674,interpolated
216,16176001,6/1/2014 22:59,41.77002199,-82.816636,interpolated
217,16176001,6/2/2014 1:59,41.7708674,-82.81494517,interpolated
218,16176001,6/2/2014 4:59,41.77171282,-82.81325434,interpolated
219,16176001,6/2/2014 7:59,41.77255823,-82.81156351,interpolated
220,16176001,6/2/2014 10:59,41.77340365,-82.80987268,interpolated
221,16176001,6/2/2014 13:59,41.77424906,-82.80818185,interpolated
222,16176001,6/2/2014 16:59,41.77507107,-82.80647352,interpolated
223,16176001,6/2/2014 19:59,41.77570705,-82.80462608,interpolated
224,16176001,6/2/2014 22:59,41.77634303,-82.80277864,interpolated
225,16176001,6/3/2014 1:59,41.77697901,-82.80093121,interpolated
226,16176001,6/3/2014 4:59,41.77761498,-82.79908377,interpolated
227,16176001,6/3/2014 7:59,41.77825096,-82.79723633,interpolated
228,16176001,6/3/2014 10:59,41.77889,-82.79538,detection
229,16176001,6/3/2014 13:59,41.78837995,-82.8046061,interpolated
230,16176001,6/3/2014 16:59,41.79906617,-82.81499521,interpolated
231,16176001,6/3/2014 19:59,41.80975239,-82.82538431,interpolated
232,16176001,6/3/2014 22:59,41.8204386,-82.83577342,interpolated
233,16176001,6/4/2014 1:59,41.83112482,-82.84616252,interpolated
234,16176001,6/4/2014 4:59,41.84435,-82.85902,detection
235,16176001,6/4/2014 7:59,41.84435,-82.85902,interpolated
236,16176001,6/4/2014 10:59,41.84435,-82.85902,detection
237,16176001,6/4/2014 13:59,41.84435,-82.85902,detection
